0.000000000000000000e+00,0.000000000000000000e+00,2.200000000000000011e-01,7.594142929580827150e-03,-1.757159845417022581e-01,-1.355544317572399127e-03,-9.844106786648083585e-01,-7.394886442067334642e-02,-1.728897302519823431e-01,2.547105057390130489e-01,-4.535687741087776059e-01,3.618420164252935667e-01,-6.753780295866852745e-02,-3.752409905040818283e-01,-1.712000151755736221e-01,-1.237334759951567303e-01,5.699999999999999512e-01,2.829177748233819290e-01,-2.060285751596356296e-01,-7.874039496747956002e-02
3.590992039871196417e-02,-3.162274510839087934e-19,2.200000000000000011e-01,1.744235886713008110e-02,1.642894252387849530e-01,-2.905535556089258731e-03,9.862536726091275519e-01,-3.623948541152730018e-02,-2.402546938413970823e-01,1.456004394837596416e-01,-4.851958099252978718e-01,2.881428864381344046e-01,-2.834400148648377193e-01,-2.616119404498411516e-01,-1.836888535200575101e-01,-9.762424313835231515e-02,5.699999999999999512e-01,2.572554111806522603e-01,-5.015270344908082795e-02,3.900834928475482161e-02
7.108553146273834111e-02,-3.836583170820633831e-19,2.200000000000000011e-01,3.123195087844482520e-02,1.475861476675594530e-01,-4.662816024244856306e-03,9.885449673169652840e-01,3.107413015503684550e-03,-2.870400149255560307e-01,3.743741158258837021e-02,-5.053874294413955859e-01,2.343328389265300626e-01,-5.151705510661636067e-01,-1.046868758833090773e-01,-2.502018577323987802e-01,-3.629905411841725937e-02,5.699999999999999512e-01,2.395575536040673859e-01,4.547005312866112155e-03,2.898517493147788615e-01
1.066848941788117594e-01,4.945507974691362027e-20,2.200000000000000011e-01,4.044420939579795871e-02,1.341476100459038645e-01,-5.479629885272632728e-03,9.901205271590127754e-01,-7.159137330435294024e-03,-3.268835532571451874e-01,-3.386770583679982183e-02,-5.264400405595489607e-01,1.876498324028222364e-01,-7.128249810411323439e-01,6.876689759884861697e-02,-3.398177633028088285e-01,3.571158569048680370e-02,5.699999999999999512e-01,2.301607103502943119e-01,-6.342050214914962680e-02,5.699999999999999512e-01
1.417004174536839467e-01,4.796675971590797509e-19,2.200000000000000011e-01,4.383147653016361556e-02,1.166067046257311529e-01,-5.151238486337708644e-03,9.921971290240514385e-01,-2.039012969541783432e-02,-3.560530574206334786e-01,-1.151399487254546744e-01,-5.223506633227058549e-01,1.508783134126488734e-01,-9.036719131816245421e-01,2.768245146425272196e-01,-4.352479398525168630e-01,2.009556203033483479e-01,4.860383305688729116e-01,2.300456625144185474e-01,-6.144728812792067674e-02,5.699999999999999512e-01
1.759186075030055585e-01,8.228141164882181853e-19,2.200000000000000011e-01,4.350128175524797802e-02,9.502916856986902416e-02,-4.156690644542465618e-03,9.945148654140146816e-01,-2.570380969312217878e-02,-3.792001763182027418e-01,-2.289561061688632493e-01,-4.719535856507318661e-01,1.344469264891536009e-01,-1.100887665388253112e+00,5.333694353499850438e-01,-5.408960664874400415e-01,3.701571169831638919e-01,5.023871042078571075e-02,2.356305899755293531e-01,-2.088610701394918306e-02,5.699999999999999512e-01
2.099030849863299797e-01,9.593906835302162833e-19,2.200000000000000011e-01,4.320080756471145200e-02,7.220474029110177105e-02,-3.130419592915496818e-03,9.964488778549673853e-01,-3.049743655547260818e-02,-4.116442019868954971e-01,-3.700354461759675639e-01,-3.798490757962477704e-01,1.291292323809535847e-01,-1.203487308724281668e+00,5.699999999999999512e-01,-5.699999999999999512e-01,4.251603264508205249e-01,-2.360382919202259899e-01,2.704234207717322591e-01,5.334899934415682915e-02,5.699999999999999512e-01
2.435278311619077929e-01,3.952357437313843207e-19,2.200000000000000011e-01,3.993647283383889440e-02,4.536171573322142492e-02,-1.814907526926978982e-03,9.981703757345231631e-01,-7.003330658316951618e-03,-4.510879340805051263e-01,-5.671872302237511709e-01,-2.192940155745085051e-01,1.473859332961788560e-01,-1.222115974996707211e+00,5.699999999999999512e-01,-5.699999999999999512e-01,4.346932489694556589e-01,-4.755095594919082624e-01,3.346632520925807985e-01,1.898048362471883854e-01,5.699999999999999512e-01
2.774625595544466528e-01,-5.924708996088597086e-19,2.200000000000000011e-01,3.136827967301508702e-02,1.600172053079028725e-02,-5.022580108480527092e-04,9.993796694486538623e-01,3.324045037236675326e-02,-4.824949734996977768e-01,-7.954929965339536668e-01,1.009153340522407280e-02,1.914673369811598080e-01,-1.162050603520357717e+00,5.699999999999999512e-01,-5.699999999999999512e-01,3.564780260691647884e-01,-6.237432099729749435e-01,4.229643707170325784e-01,4.195720172671926207e-01,4.694925067936407959e-01
3.110835649420676252e-01,-2.019159905271916850e-18,2.200000000000000011e-01,1.520335344132045692e-02,-1.851356356108085910e-02,2.815490626920381088e-04,9.997129721767811228e-01,1.077914665817948786e-01,-5.060641441276110264e-01,-1.080692041098473277e+00,3.515935278830046862e-01,2.601343430415588576e-01,-1.056311216527977104e+00,5.699999999999999512e-01,-5.699999999999999512e-01,2.415259378877530339e-01,-7.033010993227190033e-01,5.316328731114314810e-01,6.671867771052956142e-01,2.804206276169391582e-02
